id,concepts,rating,tags,,,,,,,,,
1739-C,"[""1D DP"",""Combinations""]",1500,"[""combinatorics"",""constructive algorithms"",""dp"",""games""]",,,,,,,,,
1739-D,,1900,"[""binary search"",""data structures"",""graphs"",""greedy"",""trees""]",,,,,,,,,
1739-E,,2400,"[""bitmasks"",""dp""]",,,,,,,,,
1739-F,,2600,"[""bitmasks"",""data structures"",""dp"",""string suffix structures"",""strings""]",,,,,,,,,
1742-A,,800,"[""implementation""]",,,,,,,,,
1742-B,,800,"[""greedy"",""implementation"",""sortings""]",,,,,,,,,
1742-C,"[""Simulation""]",900,"[""implementation""]",,,,,,,,,
1742-D,,1100,"[""brute force"",""greedy"",""number theory""]",,,,,,,,,
1742-E,"[""Binary Search on Array""]",1200,"[""binary search"",""greedy"",""math""]",,,,,,,,,
1742-F,"[""State Simulation""]",1500,"[""constructive algorithms"",""greedy"",""strings""]",,,,,,,,,
1742-G,,1500,"[""bitmasks"",""brute force"",""greedy"",""math"",""sortings""]",,,,,,,,,
1743-A,"[""Combinations""]",800,"[""brute force"",""combinatorics"",""implementation"",""math""]",,,,,,,,,
1743-B,"[""Simulation""]",800,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1743-C,"[""Simulation""]",1100,"[""constructive algorithms"",""dp"",""greedy""]",,,,,,,,,
1743-D,"[""Expected Value""]",1700,"[""brute force"",""dp"",""greedy"",""probabilities""]",,,,,,,,,
1743-E,"[""1D DP""]",2400,"[""binary search"",""dp""]",,,,,,,,,
1743-F,"[""1D DP"",""Segment Tree""]",2300,"[""data structures"",""dp"",""matrices"",""probabilities""]",,,,,,,,,
1743-G,,3000,"[""bitmasks"",""combinatorics"",""constructive algorithms"",""data structures"",""dp"",""hashing"",""math""]",,,,,,,,,
1747-A,"[""Greedy Sorting"",""Simulation""]",800,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1747-C,,1200,"[""games""]",,,,,,,,,
1747-D,"[""Hash Map"",""Prefix Sum""]",1900,"[""binary search"",""bitmasks"",""constructive algorithms"",""data structures""]",,,,,,,,,
1747-E,"[""Modular Arithmetic"",""Modular Combinations""]",2900,"[""combinatorics"",""dp"",""math""]",,,,,,,,,
176-A,"[""Custom Comparator Sorting"",""Greedy Sorting""]",1200,"[""greedy"",""sortings""]",,,,,,,,,
176-B,"[""1D DP""]",1700,"[""dp""]",,,,,,,,,
176-C,,2000,"[""combinatorics"",""constructive algorithms""]",,,,,,,,,
176-D,"[""2D DP"",""Longest Common Subsequence""]",2500,"[""dp""]",,,,,,,,,
176-E,"[""Lowest Common Ancestor"",""Ordered Set""]",3100,"[""data structures"",""graphs"",""trees""]",,,,,,,,,
1766-A,"[""Brute Force Enumeration""]",800,"[""brute force"",""implementation""]",,,,,,,,,
1766-B,,1000,"[""implementation""]",,,,,,,,,
1766-C,"[""Simulation""]",1300,"[""dp"",""implementation""]",,,,,,,,,
1766-D,"[""Prime Factorization"",""Prime Sieve""]",1600,"[""math"",""number theory""]",,,,,,,,,
1766-E,,2300,"[""binary search"",""brute force"",""data structures"",""divide and conquer"",""dp"",""two pointers""]",,,,,,,,,
1766-F,,2800,"[""flows""]",,,,,,,,,
1767-A,,800,"[""implementation""]",,,,,,,,,
1767-B,"[""Custom Comparator Sorting"",""Greedy Sorting""]",800,"[""data structures"",""greedy"",""sortings""]",,,,,,,,,
1767-C,"[""2D DP""]",2100,"[""data structures"",""dp""]",,,,,,,,,
1767-E,,2500,"[""bitmasks"",""brute force"",""dp"",""graphs"",""math"",""meet-in-the-middle"",""trees""]",,,,,,,,,
1767-F,"[""Mo's Algorithm"",""Sqrt Decomposition"",""Tree DFS""]",3100,"[""data structures"",""trees""]",,,,,,,,,
177-A1,"[""Brute Force Enumeration"",""Simulation""]",800,"[""implementation""]",,,,,,,,,
177-B1,"[""Prime Factorization""]",1000,"[""number theory""]",,,,,,,,,
177-C1,"[""Connected Components""]",1500,"[""dsu"",""graphs""]",,,,,,,,,
177-D1,,1200,"[""brute force""]",,,,,,,,,
177-E1,"[""Binary Search on Answer""]",1700,"[""binary search""]",,,,,,,,,
177-G1,"[""KMP"",""String Matching""]",2400,"[""strings""]",,,,,,,,,
1772-A,"[""Simulation""]",800,"[""implementation""]",,,,,,,,,
1772-B,"[""Brute Force Enumeration""]",800,"[""brute force"",""implementation""]",,,,,,,,,
1772-C,"[""Difference Array""]",1000,"[""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
1772-D,,1400,"[""constructive algorithms"",""math""]",,,,,,,,,
1772-E,,1700,"[""games""]",,,,,,,,,
1772-F,,2000,"[""constructive algorithms"",""graphs"",""implementation"",""sortings""]",,,,,,,,,
1772-G,,2200,"[""binary search"",""greedy"",""implementation"",""math"",""sortings"",""two pointers""]",,,,,,,,,
1776-A,"[""Interval Scheduling""]",800,"[""greedy""]",,,,,,,,,
1776-B,"[""Interval DP""]",2200,"[""dp"",""geometry""]",,,,,,,,,
1776-C,,2500,"[""games"",""greedy"",""interactive"",""sortings""]",,,,,,,,,
1776-E,"[""DP on DAG"",""Fenwick Tree"",""Interval DP""]",3500,"[""data structures"",""dp""]",,,,,,,,,
1776-F,"[""Connected Components""]",1700,"[""constructive algorithms"",""graphs"",""greedy""]",,,,,,,,,
1776-G,"[""Prefix Sum""]",2100,"[""combinatorics"",""constructive algorithms"",""math"",""strings""]",,,,,,,,,
1776-H,,1300,"[""two pointers""]",,,,,,,,,
1776-I,"[""Polygon Area""]",2500,"[""games"",""geometry"",""greedy"",""interactive""]",,,,,,,,,
1776-J,"[""BFS""]",2500,"[""graphs"",""shortest paths""]",,,,,,,,,
1776-K,,3200,"[""dp"",""math""]",,,,,,,,,
1776-L,,1500,"[""binary search"",""math""]",,,,,,,,,
1776-M,"[""Tree DFS""]",3000,"[""binary search"",""dp"",""greedy"",""trees""]",,,,,,,,,
1776-N,,3500,"[""math""]",,,,,,,,,
1783-A,,800,"[""constructive algorithms"",""math"",""sortings""]",,,,,,,,,
1783-C,"[""Greedy Sorting""]",1700,"[""binary search"",""greedy"",""sortings""]",,,,,,,,,
1783-D,"[""2D DP""]",2000,"[""brute force"",""dp"",""implementation""]",,,,,,,,,
1783-E,"[""Difference Array""]",2300,"[""brute force"",""data structures"",""math"",""number theory""]",,,,,,,,,
1783-F,"[""Cycle Detection""]",2500,"[""flows"",""graph matchings"",""graphs""]",,,,,,,,,
1783-G,"[""Lowest Common Ancestor"",""Segment Tree"",""Tree Diameter""]",2800,"[""data structures"",""divide and conquer"",""implementation"",""trees""]",,,,,,,,,
1787-A,,800,"[""constructive algorithms"",""math""]",,,,,,,,,
1787-B,"[""Prime Factorization""]",1100,"[""greedy"",""math"",""number theory""]",,,,,,,,,
1787-C,"[""1D DP""]",1600,"[""dp"",""greedy"",""math""]",,,,,,,,,
1787-D,,1900,"[""combinatorics"",""dsu"",""graphs"",""implementation""]",,,,,,,,,
1787-F,,2500,"[""constructive algorithms"",""implementation"",""math""]",,,,,,,,,
1787-G,"[""Lowest Common Ancestor"",""Priority Queue"",""Tree DFS""]",3000,"[""brute force"",""data structures"",""trees""]",,,,,,,,,
1787-H,"[""Convex Hull"",""Ordered Set""]",3300,"[""binary search"",""data structures"",""dp"",""geometry""]",,,,,,,,,
1787-I,"[""Monotonic Stack""]",3400,"[""data structures"",""divide and conquer"",""two pointers""]",,,,,,,,,
1792-A,,800,"[""greedy"",""sortings""]",,,,,,,,,
1792-B,,1200,"[""greedy"",""math""]",,,,,,,,,
1792-C,,1500,"[""binary search"",""brute force"",""greedy"",""math"",""two pointers""]",,,,,,,,,
1792-D,,1700,"[""binary search"",""bitmasks"",""data structures"",""hashing"",""math"",""sortings""]",,,,,,,,,
1792-E,"[""Prime Factorization""]",2400,"[""brute force"",""dp"",""graphs"",""number theory""]",,,,,,,,,
1792-F1,"[""Combinations"",""Connected Components""]",2700,"[""combinatorics"",""dp"",""graphs""]",,,,,,,,,
1792-F2,,2900,"[""brute force"",""combinatorics"",""divide and conquer"",""dp"",""fft"",""graphs""]",,,,,,,,,
1796-A,"[""Simulation"",""String Matching""]",800,"[""brute force"",""implementation"",""strings""]",,,,,,,,,
1796-B,"[""String Matching""]",1000,"[""implementation"",""strings""]",,,,,,,,,
1796-C,"[""Divisors"",""Fast Exponentiation""]",1600,"[""binary search"",""math""]",,,,,,,,,
1796-D,"[""DP on DAG""]",2000,"[""data structures"",""dp"",""greedy"",""two pointers""]",,,,,,,,,
1796-E,,2500,"[""dp"",""games"",""graphs"",""greedy"",""trees""]",,,,,,,,,
1796-F,"[""GCD""]",2900,"[""brute force"",""math"",""number theory""]",,,,,,,,,
1797-A,,800,"[""constructive algorithms"",""flows"",""graphs"",""greedy"",""implementation""]",,,,,,,,,
1797-B,,1100,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1797-C,,1600,"[""constructive algorithms"",""greedy"",""interactive""]",,,,,,,,,
1797-D,,1900,"[""brute force"",""data structures"",""dp"",""graphs"",""implementation"",""trees""]",,,,,,,,,
1797-E,,2300,"[""brute force"",""data structures"",""dsu"",""math"",""number theory"",""two pointers""]",,,,,,,,,
1797-F,,3000,"[""data structures"",""divide and conquer"",""dsu"",""graphs"",""trees""]",,,,,,,,,
1800-A,"[""Simulation"",""String Matching""]",800,"[""implementation"",""strings""]",,,,,,,,,
1800-B,,1000,"[""greedy"",""strings""]",,,,,,,,,
1800-C1,"[""Priority Queue""]",1000,"[""data structures"",""greedy""]",,,,,,,,,
1800-C2,"[""Priority Queue""]",1100,"[""data structures"",""greedy""]",,,,,,,,,
1800-D,"[""String Matching""]",1200,"[""data structures"",""greedy"",""hashing"",""strings""]",,,,,,,,,
1800-E1,,1400,"[""brute force"",""constructive algorithms"",""dsu"",""graphs"",""greedy"",""strings""]",,,,,,,,,
1800-E2,,1500,"[""brute force"",""constructive algorithms"",""dsu"",""graphs"",""greedy"",""strings""]",,,,,,,,,
1800-F,"[""Bitmask Enumeration""]",1900,"[""bitmasks"",""hashing"",""meet-in-the-middle"",""strings""]",,,,,,,,,
1800-G,"[""Tree DFS"",""Tree DP""]",2200,"[""graphs"",""hashing"",""implementation"",""trees""]",,,,,,,,,
1801-B,"[""Custom Comparator Sorting""]",1800,"[""data structures"",""greedy"",""sortings""]",,,,,,,,,
1801-C,,1900,"[""binary search"",""data structures"",""dp"",""greedy"",""sortings""]",,,,,,,,,
1801-D,,2100,"[""binary search"",""data structures"",""dp"",""graphs"",""greedy"",""shortest paths"",""sortings""]",,,,,,,,,
1801-E,,3000,"[""data structures"",""divide and conquer"",""dsu"",""hashing"",""trees""]",,,,,,,,,
1801-F,,2700,"[""dp"",""math"",""meet-in-the-middle"",""number theory""]",,,,,,,,,
1801-G,"[""Fenwick Tree"",""Trie""]",3400,"[""data structures"",""string suffix structures"",""strings""]",,,,,,,,,
1804-A,,800,"[""greedy"",""math""]",,,,,,,,,
1804-B,"[""Simulation""]",1000,"[""greedy"",""implementation""]",,,,,,,,,
1804-C,"[""Modular Arithmetic""]",1500,"[""brute force"",""greedy"",""math"",""number theory""]",,,,,,,,,
1804-D,"[""Simulation""]",2000,"[""brute force"",""dp"",""greedy"",""implementation""]",,,,,,,,,
1804-E,,2400,"[""bitmasks"",""brute force"",""dp"",""graphs""]",,,,,,,,,
1804-F,"[""BFS"",""Binary Search on Answer""]",2700,"[""binary search"",""divide and conquer"",""graphs"",""shortest paths""]",,,,,,,,,
1804-G,"[""Hash Map"",""Simulation""]",3500,"[""data structures"",""dsu"",""implementation""]",,,,,,,,,
1804-H,"[""Bitmask DP"",""Bitmask Enumeration""]",3300,"[""bitmasks"",""dp""]",,,,,,,,,
1809-A,,800,"[""implementation""]",,,,,,,,,
1809-B,"[""Binary Search on Answer""]",1000,"[""binary search"",""greedy"",""math""]",,,,,,,,,
1809-C,"[""Recursion""]",1500,"[""constructive algorithms"",""greedy"",""math""]",,,,,,,,,
1809-D,,1800,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1809-F,"[""Brute Force Enumeration"",""Prefix Sum""]",2500,"[""binary search"",""data structures"",""graphs"",""greedy"",""implementation""]",,,,,,,,,
1809-G,"[""1D DP"",""Modular Arithmetic"",""Permutations""]",2800,"[""combinatorics"",""dp"",""math""]",,,,,,,,,
1814-A,"[""GCD""]",800,"[""implementation"",""math""]",,,,,,,,,
1814-B,,1700,"[""brute force"",""math""]",,,,,,,,,
1814-C,"[""Custom Comparator Sorting"",""Greedy Sorting""]",1500,"[""constructive algorithms"",""greedy"",""sortings""]",,,,,,,,,
1814-D,,2500,"[""binary search"",""brute force"",""data structures"",""math"",""two pointers""]",,,,,,,,,
1814-E,"[""Segment Tree""]",2300,"[""data structures"",""dp"",""matrices""]",,,,,,,,,
1814-F,,2700,"[""brute force"",""divide and conquer"",""dsu""]",,,,,,,,,
1815-A,,1300,"[""greedy"",""math""]",,,,,,,,,
1815-B,,2000,"[""brute force"",""constructive algorithms"",""graphs"",""implementation"",""interactive"",""shortest paths"",""trees""]",,,,,,,,,
1815-C,"[""BFS""]",2200,"[""constructive algorithms"",""graphs"",""greedy""]",,,,,,,,,
1815-D,,2600,"[""bitmasks"",""combinatorics"",""dp"",""math""]",,,,,,,,,
1815-E,"[""LCM""]",3100,"[""dp"",""math"",""number theory"",""strings""]",,,,,,,,,
1815-F,"[""Graph Representation""]",3500,"[""constructive algorithms"",""graphs"",""math""]",,,,,,,,,
1818-A,,800,"[""greedy"",""implementation""]",,,,,,,,,
1819-A,,1300,"[""brute force"",""greedy""]",,,,,,,,,
1819-B,,1900,"[""geometry"",""greedy"",""implementation"",""sortings"",""two pointers""]",,,,,,,,,
1819-C,,2400,"[""constructive algorithms"",""dp"",""implementation"",""math"",""trees""]",,,,,,,,,
1819-D,"[""1D DP"",""Hash Map""]",2800,"[""brute force"",""data structures"",""dp"",""two pointers""]",,,,,,,,,
1819-E,"[""Conditional Probability"",""Tree DFS""]",3200,"[""interactive"",""math"",""probabilities"",""trees""]",,,,,,,,,
1819-F,"[""Trie""]",3500,"[""data structures"",""dp""]",,,,,,,,,
182-A,"[""Dijkstra"",""Distance Between Points"",""Graph Representation""]",2200,"[""geometry"",""graphs"",""implementation"",""shortest paths""]",,,,,,,,,
182-B,"[""Simulation""]",1000,"[""implementation""]",,,,,,,,,
182-C,"[""Sliding Window""]",2000,"[""data structures"",""greedy""]",,,,,,,,,
182-D,,1400,"[""brute force"",""hashing"",""implementation"",""math"",""strings""]",,,,,,,,,
182-E,"[""2D DP""]",1800,"[""dp""]",,,,,,,,,
1824-A,"[""Greedy Sorting"",""Simulation""]",1400,"[""greedy"",""implementation""]",,,,,,,,,
1824-B1,"[""Combinations"",""Expected Value"",""Tree DFS""]",1800,"[""combinatorics"",""math"",""probabilities"",""trees""]",,,,,,,,,
1824-B2,,2300,"[""combinatorics"",""graphs"",""math"",""probabilities"",""trees""]",,,,,,,,,
1824-C,,2500,"[""data structures"",""dp"",""dsu"",""graphs"",""greedy"",""trees""]",,,,,,,,,
1824-D,"[""Fenwick Tree"",""Segment Tree""]",3000,"[""data structures""]",,,,,,,,,
1824-E,"[""Tree DFS""]",3500,"[""data structures"",""trees""]",,,,,,,,,
1825-A,"[""Palindrome Detection""]",800,"[""greedy"",""strings""]",,,,,,,,,
1825-B,"[""Greedy Sorting""]",1000,"[""greedy"",""math""]",,,,,,,,,
1828-A,"[""Divisors""]",800,"[""constructive algorithms"",""math""]",,,,,,,,,
1828-B,"[""GCD""]",900,"[""math"",""number theory""]",,,,,,,,,
1829-A,"[""Simulation"",""String Matching""]",800,"[""implementation"",""strings""]",,,,,,,,,
1829-B,"[""Simulation""]",800,"[""implementation""]",,,,,,,,,
1829-C,,800,"[""bitmasks"",""greedy"",""implementation""]",,,,,,,,,
1829-D,"[""Recursion""]",1000,"[""brute force"",""dp"",""graphs"",""implementation""]",,,,,,,,,
1829-E,"[""Connected Components"",""DFS""]",1100,"[""dsu"",""graphs"",""implementation""]",,,,,,,,,
1829-F,"[""Graph Representation""]",1300,"[""graphs"",""math""]",,,,,,,,,
1829-G,,1600,"[""data structures"",""dp"",""implementation"",""math""]",,,,,,,,,
1829-H,"[""Bitmask DP""]",1700,"[""bitmasks"",""combinatorics"",""dp"",""math""]",,,,,,,,,
183-A,"[""Simulation""]",1700,"[""constructive algorithms"",""math""]",,,,,,,,,
183-B,,1700,"[""brute force"",""geometry""]",,,,,,,,,
183-C,,2200,"[""graphs""]",,,,,,,,,
183-D,"[""Expected Value"",""Greedy Sorting""]",2700,"[""dp"",""greedy"",""probabilities""]",,,,,,,,,
183-E,"[""Greedy Sorting""]",2900,"[""greedy""]",,,,,,,,,
1830-A,"[""Tree DFS"",""Tree DP""]",1400,"[""dp"",""graphs"",""trees""]",,,,,,,,,
1830-B,,2000,"[""brute force"",""math""]",,,,,,,,,
1830-C,,2400,"[""combinatorics"",""greedy"",""hashing"",""math"",""number theory"",""sortings""]",,,,,,,,,
1830-D,"[""Tree DFS"",""Tree DP""]",2800,"[""brute force"",""dp"",""trees""]",,,,,,,,,
1830-E,"[""Segment Tree""]",3500,"[""data structures"",""math""]",,,,,,,,,
1830-F,"[""Segment Tree""]",3200,"[""data structures"",""dp""]",,,,,,,,,
1831-A,,800,"[""constructive algorithms""]",,,,,,,,,
1831-B,,1000,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1835-A,"[""Brute Force Enumeration""]",1700,"[""brute force"",""implementation"",""math""]",,,,,,,,,
1835-B,,2500,"[""binary search"",""brute force"",""greedy"",""math"",""two pointers""]",,,,,,,,,
1835-C,,2600,"[""bitmasks"",""brute force"",""constructive algorithms"",""math"",""probabilities""]",,,,,,,,,
1835-D,"[""GCD"",""Strongly Connected Components""]",2900,"[""graphs"",""math"",""number theory""]",,,,,,,,,
1835-E,"[""2D DP"",""Expected Value""]",3500,"[""combinatorics"",""dp"",""probabilities""]",,,,,,,,,
1835-F,,3500,"[""bitmasks"",""graph matchings"",""graphs"",""implementation""]",,,,,,,,,
1838-A,,800,"[""constructive algorithms"",""math""]",,,,,,,,,
1838-B,,1100,"[""constructive algorithms"",""math""]",,,,,,,,,
1838-D,"[""Ordered Set""]",2100,"[""data structures"",""greedy"",""strings""]",,,,,,,,,
1838-E,"[""Fast Exponentiation"",""Modular Combinations""]",2500,"[""combinatorics"",""dp"",""math""]",,,,,,,,,
1838-F,"[""Binary Search on Answer""]",3000,"[""binary search"",""constructive algorithms"",""interactive""]",,,,,,,,,
1839-A,,800,"[""greedy"",""implementation"",""math""]",,,,,,,,,
1839-B,"[""Custom Comparator Sorting"",""Greedy Sorting""]",1100,"[""greedy"",""sortings""]",,,,,,,,,
1839-C,"[""Simulation""]",1300,"[""constructive algorithms""]",,,,,,,,,
1839-D,"[""2D DP"",""Longest Increasing Subsequence""]",2100,"[""data structures"",""dp"",""sortings""]",,,,,,,,,
1839-E,,2400,"[""constructive algorithms"",""dp"",""graphs"",""greedy"",""interactive""]",,,,,,,,,
1842-A,,800,"[""games"",""math""]",,,,,,,,,
1842-B,,1100,"[""bitmasks"",""greedy"",""math""]",,,,,,,,,
1842-C,"[""1D DP""]",1500,"[""dp""]",,,,,,,,,
1842-D,"[""Graph Representation"",""Simulation""]",1900,"[""constructive algorithms"",""graphs"",""greedy""]",,,,,,,,,
1842-E,,2300,"[""data structures"",""dp"",""geometry"",""greedy"",""math""]",,,,,,,,,
1842-F,,2500,"[""graphs"",""greedy"",""shortest paths"",""sortings"",""trees""]",,,,,,,,,
1842-G,"[""Expected Value"",""Modular Combinations""]",2800,"[""combinatorics"",""dp"",""math"",""probabilities""]",,,,,,,,,
1842-H,,3000,"[""bitmasks"",""dp"",""graphs"",""math"",""probabilities""]",,,,,,,,,
1842-I,"[""1D DP""]",3500,"[""divide and conquer"",""dp"",""greedy""]",,,,,,,,,
1846-A,"[""Simulation""]",800,"[""implementation"",""math""]",,,,,,,,,
1846-B,"[""Brute Force Enumeration""]",800,"[""brute force"",""implementation"",""strings""]",,,,,,,,,
1846-C,,1200,"[""constructive algorithms"",""data structures"",""dp"",""greedy"",""sortings""]",,,,,,,,,
1846-D,"[""Polygon Area""]",1200,"[""constructive algorithms"",""geometry"",""math""]",,,,,,,,,
1846-E1,"[""Brute Force Enumeration""]",1300,"[""brute force"",""implementation"",""math""]",,,,,,,,,
1846-E2,"[""Brute Force Enumeration"",""Fast Exponentiation""]",1800,"[""binary search"",""brute force"",""implementation"",""math""]",,,,,,,,,
1846-F,"[""Simulation"",""State Simulation""]",1800,"[""constructive algorithms"",""implementation"",""interactive""]",,,,,,,,,
1846-G,,1900,"[""bitmasks"",""dp"",""graphs"",""greedy"",""shortest paths""]",,,,,,,,,
1847-A,"[""Greedy Sorting""]",800,"[""greedy"",""sortings""]",,,,,,,,,
1847-B,,1000,"[""bitmasks"",""greedy"",""two pointers""]",,,,,,,,,
1847-C,"[""1D DP""]",1400,"[""bitmasks"",""brute force"",""dp"",""greedy""]",,,,,,,,,
1847-D,,1900,"[""data structures"",""dsu"",""greedy"",""implementation"",""strings""]",,,,,,,,,
1847-E,,2900,"[""brute force"",""combinatorics"",""implementation"",""interactive"",""math"",""probabilities""]",,,,,,,,,
1847-F,,2500,"[""binary search"",""bitmasks"",""data structures"",""graphs"",""greedy"",""math"",""sortings""]",,,,,,,,,
1852-A,"[""Binary Search on Answer""]",1800,"[""binary search"",""math"",""number theory""]",,,,,,,,,
1852-B,,1800,"[""constructive algorithms"",""graphs"",""greedy"",""math"",""sortings"",""two pointers""]",,,,,,,,,
1852-C,"[""Difference Array""]",2400,"[""data structures"",""dp"",""greedy"",""math""]",,,,,,,,,
1852-D,,2800,"[""constructive algorithms"",""dp"",""greedy""]",,,,,,,,,
1852-E,"[""Greedy Sorting""]",3400,"[""constructive algorithms"",""data structures"",""greedy""]",,,,,,,,,
1852-F,"[""Max Flow""]",3500,"[""data structures"",""dp"",""flows""]",,,,,,,,,
1853-A,,800,"[""brute force"",""greedy"",""math""]",,,,,,,,,
1853-B,,1200,"[""binary search"",""brute force"",""math""]",,,,,,,,,
1857-A,"[""Modular Arithmetic""]",800,"[""greedy"",""math""]",,,,,,,,,
1857-B,"[""Simulation""]",1100,"[""greedy"",""implementation"",""math""]",,,,,,,,,
1857-C,"[""Custom Comparator Sorting"",""Greedy Sorting""]",1200,"[""greedy"",""sortings""]",,,,,,,,,
1857-D,"[""Difference Array""]",1300,"[""math"",""sortings"",""trees""]",,,,,,,,,
1857-E,"[""Custom Comparator Sorting"",""Difference Array""]",1500,"[""math"",""sortings""]",,,,,,,,,
1857-F,"[""Hash Map""]",1600,"[""binary search"",""data structures"",""math""]",,,,,,,,,
1857-G,,2000,"[""combinatorics"",""divide and conquer"",""dsu"",""graphs"",""greedy"",""sortings"",""trees""]",,,,,,,,,
1862-A,"[""Simulation"",""String Matching""]",800,"[""dp"",""greedy"",""implementation"",""strings""]",,,,,,,,,
1862-B,"[""Simulation""]",800,"[""constructive algorithms""]",,,,,,,,,
1862-C,"[""Simulation""]",1100,"[""binary search"",""data structures"",""implementation"",""sortings""]",,,,,,,,,
1862-D,"[""Binary Search on Answer"",""Combinations""]",1300,"[""binary search"",""combinatorics"",""constructive algorithms"",""math""]",,,,,,,,,
1862-E,"[""Priority Queue""]",1600,"[""constructive algorithms"",""data structures"",""greedy""]",,,,,,,,,
1862-F,"[""Binary Search on Answer"",""Knapsack""]",1800,"[""binary search"",""bitmasks"",""brute force"",""dp""]",,,,,,,,,
1862-G,"[""Multiset""]",2000,"[""binary search"",""data structures"",""math"",""sortings""]",,,,,,,,,
1863-A,"[""Simulation""]",800,"[""greedy"",""implementation""]",,,,,,,,,
1863-B,"[""Greedy Sorting""]",1100,"[""greedy"",""math"",""sortings""]",,,,,,,,,
1863-C,"[""Modular Arithmetic""]",1100,"[""implementation"",""math""]",,,,,,,,,
1863-D,"[""State Simulation""]",1400,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1863-E,,2100,"[""brute force"",""dp"",""graphs"",""greedy"",""math"",""sortings"",""two pointers""]",,,,,,,,,
1863-F,"[""Interval DP""]",2600,"[""bitmasks"",""dp"",""math""]",,,,,,,,,
1863-G,"[""Cycle Detection""]",2800,"[""combinatorics"",""dp"",""graphs"",""math""]",,,,,,,,,
1863-H,"[""Lowest Common Ancestor"",""Tree DP""]",3500,"[""dp"",""trees""]",,,,,,,,,
1863-I,"[""Tree Diameter"",""Tree DP""]",3500,"[""constructive algorithms"",""dp"",""trees""]",,,,,,,,,
1866-A,,800,"[""math""]",,,,,,,,,
1866-B,"[""Combinations"",""Fast Exponentiation"",""Modular Arithmetic""]",1400,"[""combinatorics"",""math"",""number theory""]",,,,,,,,,
1866-C,"[""DP on DAG"",""Topological Sort""]",1900,"[""dp"",""graphs""]",,,,,,,,,
1866-D,"[""2D DP""]",2300,"[""dp"",""greedy""]",,,,,,,,,
1866-E,"[""DP on DAG""]",2700,"[""dp""]",,,,,,,,,
1866-F,"[""Binary Search on Array"",""Sqrt Decomposition""]",3100,"[""binary search"",""data structures"",""sortings""]",,,,,,,,,
1866-G,,2100,"[""binary search"",""data structures"",""dp"",""flows"",""greedy""]",,,,,,,,,
1866-H,"[""Fast Exponentiation"",""Permutations""]",2100,"[""combinatorics""]",,,,,,,,,
1866-I,,2300,"[""dp"",""games"",""two pointers""]",,,,,,,,,
1866-J,"[""Interval DP""]",2800,"[""dp""]",,,,,,,,,
1866-K,,2500,"[""binary search"",""data structures"",""dp"",""geometry"",""graphs"",""implementation"",""trees""]",,,,,,,,,
1866-L,"[""GCD"",""Modular Arithmetic""]",2400,"[""binary search"",""brute force"",""math""]",,,,,,,,,
1866-M,,2400,"[""brute force"",""combinatorics"",""dp"",""math"",""probabilities""]",,,,,,,,,
1872-A,,800,"[""brute force"",""greedy"",""math""]",,,,,,,,,
1872-B,,900,"[""greedy"",""implementation""]",,,,,,,,,
1872-C,"[""GCD""]",1100,"[""math"",""number theory""]",,,,,,,,,
1872-D,"[""GCD"",""LCM""]",1200,"[""math""]",,,,,,,,,
1872-E,"[""Prefix Sum""]",1500,"[""binary search"",""bitmasks"",""data structures"",""dp""]",,,,,,,,,
1872-F,,1800,"[""dsu"",""graphs"",""implementation"",""math""]",,,,,,,,,
1872-G,"[""Brute Force Enumeration""]",2000,"[""brute force"",""greedy"",""math""]",,,,,,,,,
1873-A,"[""Simulation""]",800,"[""brute force"",""implementation""]",,,,,,,,,
1873-B,,800,"[""brute force"",""greedy"",""math""]",,,,,,,,,
1873-C,,800,"[""implementation"",""math""]",,,,,,,,,
1873-D,"[""Sliding Window""]",800,"[""greedy"",""implementation"",""two pointers""]",,,,,,,,,
1873-E,"[""Binary Search on Answer""]",1100,"[""binary search"",""sortings""]",,,,,,,,,
1873-F,"[""Sliding Window""]",1300,"[""binary search"",""greedy"",""math"",""two pointers""]",,,,,,,,,
1873-G,,1500,"[""constructive algorithms"",""greedy""]",,,,,,,,,
1873-H,,1700,"[""dsu"",""games"",""graphs"",""shortest paths"",""trees""]",,,,,,,,,
1876-A,"[""Custom Comparator Sorting""]",1000,"[""greedy"",""sortings""]",,,,,,,,,
1876-B,,1500,"[""combinatorics"",""number theory"",""sortings""]",,,,,,,,,
1876-C,,2100,"[""constructive algorithms"",""graphs"",""greedy"",""sortings""]",,,,,,,,,
1876-D,,2500,"[""combinatorics"",""dsu"",""graphs"",""two pointers""]",,,,,,,,,
1876-E,"[""Stack"",""State Simulation"",""Tree DFS""]",3300,"[""constructive algorithms"",""data structures"",""dp"",""trees""]",,,,,,,,,
1876-F,"[""Binary Lifting""]",3500,"[""binary search"",""graphs""]",,,,,,,,,
1876-G,,3500,"[""binary search"",""brute force"",""data structures"",""greedy"",""trees""]",,,,,,,,,
1877-A,,800,"[""math""]",,,,,,,,,
