student_id,weak_kcs,n_weak,weakest_5,related_kcs
user3549,2-sat;Strongly Connected Components;dsu;geometry;interactive,5,Strongly Connected Components;2-sat;interactive;dsu;geometry,BFS;Queue;Simulation;Stack
user3553,Dijkstra;geometry;graph matchings,3,geometry;graph matchings;Dijkstra;Min Cut;Binary Search on Array,Graph Representation;Priority Queue
user3561,geometry,1,geometry;Orientation Test;Max Flow;graph matchings;Distance Between Points,
user3563,Cycle Detection;DP on DAG;Hash Map;Monotonic Stack;Ordered Set;State Simulation;Two Pointers on Sorted Array;binary search;bitmasks;data structures;divide and conquer;dp;dsu;graphs;greedy;strings;trees;two pointers,18,two pointers;trees;dp;data structures;Hash Map,BFS;DFS;Queue;Recursion;Stack;Topological Sort;brute force;math;sortings
user3565,2D DP;Digit DP;Dijkstra;Expected Value;Graph Representation;Prime Factorization;Prime Sieve;Tree DP;binary search;dp;dsu;interactive;number theory;probabilities;shortest paths,15,Prime Sieve;Prime Factorization;Dijkstra;Graph Representation;dsu,1D DP;Priority Queue;Queue;Recursion;Simulation;Stack;Tree DFS;brute force;combinatorics;data structures;graphs;math;sortings
user3573,Queue;graphs;shortest paths,3,shortest paths;Queue;graphs;Edit Distance;Graph Representation,Stack
user3584,,0,geometry;Ordered Set;2D DP;Tree DFS;Dijkstra,
user3589,Binary Lifting;Bipartite Graph Check;Brute Force Enumeration;Prefix Function;Prefix Sum;Segment Tree;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;geometry;graph matchings;graphs;hashing;probabilities;sortings;strings;trees;two pointers,21,divide and conquer;two pointers;geometry;data structures;Binary Lifting,BFS;DFS;Hash Map;Recursion;Sparse Table;Stack;String Matching;Tree DFS;combinatorics;implementation;math
user3611,geometry,1,geometry;Max Flow;graph matchings;flows;Interval DP,
user362,Binary Search on Answer;Binary Search on Array;Distance Between Points;Graph Representation;Simulation;Tree DP;Tree Diameter;binary search;data structures;dp;games;geometry;graphs;trees;two pointers,15,trees;Tree Diameter;two pointers;graphs;Graph Representation,Recursion;Tree DFS;brute force;combinatorics;math;sortings
user3647,Tree DFS;Tree DP;Tree Diameter;binary search;brute force;data structures;divide and conquer;dp;flows;graphs;trees,11,Tree DP;divide and conquer;trees;Tree DFS;dp,DFS;Recursion;implementation;math;shortest paths;sortings
user3649,Polygon Area,1,Polygon Area;graph matchings;Distance Between Points;Hash Map;geometry,Distance Between Points
user3657,Activity Selection;graph matchings,2,graph matchings;Activity Selection;Max Flow;Interval DP;Binary Search on Array,sortings
user3658,shortest paths,1,shortest paths;Max Flow;flows;trees;interactive,graphs
user3660,Hash Map;Tree DFS;divide and conquer;graph matchings;graphs;interactive;shortest paths;trees,8,divide and conquer;graph matchings;shortest paths;trees;Tree DFS,DFS;Simulation;data structures;dp
user3667,,0,graph matchings;flows;shortest paths;divide and conquer;trees,
user3669,Bipartite Graph Check;divide and conquer;graphs;shortest paths,4,divide and conquer;Bipartite Graph Check;graphs;shortest paths;DFS,BFS;DFS;dp
user368,,0,flows;2-sat;two pointers;Priority Queue;divide and conquer,
user3685,Distance Between Points;Orientation Test;geometry,3,geometry;Orientation Test;Distance Between Points;Line Intersection;flows,math
user3686,Bitmask Enumeration;Max Flow;Meet-in-the-middle;Tree DP;geometry;hashing;strings;trees,8,Tree DP;geometry;Meet-in-the-middle;Bitmask Enumeration;hashing,Hash Map;Priority Queue;Tree DFS;brute force;data structures;dp;graphs;math
user3712,Binary Search on Array;DP on DAG;Expected Value;Graph Representation;Ordered Set;Priority Queue;Segment Tree;Tree DP;binary search;brute force;combinatorics;data structures;divide and conquer;dp;flows;graphs;probabilities;shortest paths;strings;trees;two pointers,21,divide and conquer;probabilities;trees;Ordered Set;Tree DP,Queue;Recursion;Stack;Topological Sort;Tree DFS;implementation;math;sortings
user3721,,0,graph matchings;flows;geometry;Bipartite Graph Check;string suffix structures,
user373,,0,Convex Hull;ternary search;String Hashing;fft;games,
user3730,Dijkstra;graphs;shortest paths;ternary search,4,shortest paths;Dijkstra;graphs;ternary search;graph matchings,Binary Search on Answer;Graph Representation;Priority Queue
user3734,Bitmask Enumeration;Orientation Test;bitmasks;dsu;interactive;number theory;ternary search,7,dsu;Bitmask Enumeration;interactive;Orientation Test;bitmasks,Binary Search on Answer;Distance Between Points;Queue;Simulation;Stack;brute force;math
user3739,Knapsack;Max Flow;graph matchings,3,graph matchings;Knapsack;Max Flow;Distance Between Points;flows,2D DP;Priority Queue;graphs
user3755,Binary Search on Array;Hash Map;Prime Sieve;Sliding Window;divide and conquer;shortest paths;strings;trees,8,shortest paths;Hash Map;divide and conquer;Prime Sieve;trees,data structures;dp;graphs;math;sortings
user3756,,0,Expected Value;Dijkstra;probabilities;Ordered Set;interactive,
user3757,,0,Orientation Test;graph matchings;Max Flow;geometry;shortest paths,
user3758,2D DP;Difference Array;Tree DFS;Tree DP;bitmasks;divide and conquer;dp;flows;geometry;graphs;ternary search;trees,12,Tree DP;trees;divide and conquer;Tree DFS;Difference Array,1D DP;Binary Search on Answer;DFS;Recursion;Stack;brute force;data structures;math;shortest paths
user3774,geometry;trees,2,geometry;trees;Polygon Area;games;Max Flow,data structures;graphs
user3778,Dijkstra;Graph Representation;Line Intersection;Max Flow;geometry;graph matchings;shortest paths;string suffix structures,8,Dijkstra;Line Intersection;Graph Representation;geometry;graph matchings,Distance Between Points;Orientation Test;Priority Queue;binary search;graphs;sortings;strings
user3780,Distance Between Points;Interval DP;Line Intersection;Orientation Test;Polygon Area;geometry,6,Orientation Test;geometry;Distance Between Points;Line Intersection;Interval DP,2D DP;math
user3784,,0,Tree DP;graph matchings;Max Flow;flows;Tree DFS,
user3795,Connected Components;DFS;graph matchings,3,Connected Components;DFS;graph matchings;Trie;dsu,BFS;Graph Representation
user3821,Fenwick Tree;Tree DFS;Tree DP;divide and conquer;geometry;trees;two pointers,7,Fenwick Tree;divide and conquer;Tree DP;geometry;trees,DFS;data structures;dp;graphs;sortings
user3835,Min Cut;binary search;divide and conquer;flows;graphs;interactive;shortest paths;trees;two pointers,9,Min Cut;shortest paths;trees;flows;divide and conquer,Max Flow;Simulation;data structures;dp;sortings
user3840,Bitmask DP;Convex Hull;Orientation Test;Polygon Area;bitmasks;geometry,6,Convex Hull;Bitmask DP;Orientation Test;geometry;Polygon Area,1D DP;Distance Between Points;brute force;math;sortings
user3849,,0,geometry;Bipartite Graph Check;shortest paths;2D DP;Dijkstra,
user3855,Line Intersection;geometry;graph matchings,3,geometry;Line Intersection;graph matchings;Min Cut;Distance Between Points,Distance Between Points;Orientation Test
user3859,,0,dp;graphs;Bitmask DP;binary search;data structures,
user3860,Hash Map;shortest paths,2,Hash Map;shortest paths;graph matchings;flows;graphs,data structures;graphs
user3869,2D DP;Hash Map;bitmasks;brute force;data structures;games;trees,7,games;trees;bitmasks;data structures;2D DP,1D DP;combinatorics;graphs;implementation;math
user3882,Connected Components;Cycle Detection;DFS;flows;graph matchings;graphs,6,flows;graph matchings;Cycle Detection;graphs;Connected Components,BFS;Graph Representation;shortest paths
user3886,,0,geometry;Max Flow;flows;shortest paths;interactive,
user3888,Binary Search on Answer;Connected Components;DP on DAG;Graph Representation;Knapsack;Prime Factorization;Topological Sort;Tree Diameter;graphs,9,DP on DAG;Topological Sort;Tree Diameter;Connected Components;Graph Representation,2D DP;BFS;Binary Search on Array;DFS;Prime Sieve;Tree DFS;dp
user3901,,0,trees;graphs;DFS;divide and conquer;constructive algorithms,
user3904,DP on DAG;Meet-in-the-middle;Topological Sort;graph matchings;shortest paths,5,shortest paths;Meet-in-the-middle;DP on DAG;graph matchings;Topological Sort,Connected Components;DFS;brute force;dp;graphs
user3908,Segment Tree;Stack;binary search;data structures;divide and conquer;shortest paths;two pointers,7,data structures;divide and conquer;binary search;two pointers;Segment Tree,Recursion;dp;graphs;sortings
user391,Tree DP;divide and conquer;graphs;trees,4,trees;Tree DP;divide and conquer;graphs;Max Flow,Tree DFS;data structures;dp
user3911,Binary Search on Answer;Tree DFS;binary search;graphs;shortest paths;trees,6,binary search;trees;Tree DFS;graphs;Binary Search on Answer,Binary Search on Array;DFS;data structures;sortings
user3912,2D DP;Binary Search on Array;DP on DAG;Multiset;Priority Queue;Topological Sort;data structures;dp;graphs;two pointers,10,two pointers;dp;DP on DAG;Topological Sort;2D DP,1D DP;Connected Components;DFS;Hash Map;Queue;Recursion;Stack;brute force;sortings
user3913,Binary Search on Array;Prime Factorization;Prime Sieve;bitmasks;flows;trees,6,Prime Factorization;trees;flows;bitmasks;Binary Search on Array,brute force;data structures;graphs;math;shortest paths;sortings
user3926,Dijkstra;Queue;String Matching,3,Queue;Dijkstra;String Matching;graph matchings;Orientation Test,Graph Representation;Priority Queue;Stack;data structures
user3939,,0,Priority Queue;Simulation;Ordered Set;graphs;hashing,
user3940,Binary Lifting;Simulation,2,Simulation;Binary Lifting;hashing;trees;interactive,Sparse Table;Tree DFS;data structures
user3953,geometry,1,geometry;Distance Between Points;Max Flow;flows;2-sat,
user3957,geometry,1,geometry;graph matchings;Strongly Connected Components;Tree DP;graphs,
user3970,,0,Binary Lifting;geometry;Backtracking;Sparse Table;Priority Queue,
user3974,Brute Force Enumeration;Greedy Sorting;Simulation;State Simulation;Tree DP;bitmasks;brute force;constructive algorithms;data structures;dp;fft;graphs;greedy;implementation;sortings;strings;trees;two pointers,18,constructive algorithms;implementation;brute force;greedy;fft,Recursion;Tree DFS;math
user3977,DFS;flows,2,flows;DFS;graphs;graph matchings;Segment Tree,Graph Representation;graphs;shortest paths
user3985,Binary Search on Array;Hash Map;Meet-in-the-middle;binary search;data structures;divide and conquer;flows;graphs;shortest paths;string suffix structures;trees,11,shortest paths;trees;graphs;divide and conquer;Binary Search on Array,brute force;dp;sortings;strings
user3989,DFS;Segment Tree;Tree DFS;Tree DP;brute force;data structures;dp;geometry;graphs;hashing;number theory;shortest paths;trees;two pointers,14,trees;geometry;two pointers;Tree DP;data structures,Graph Representation;Hash Map;Recursion;implementation;math;strings
user4000,divide and conquer;dsu,2,divide and conquer;dsu;string suffix structures;Line Intersection;graphs,Queue;Stack;dp;graphs
user402,Distance Between Points;divide and conquer;games;geometry;graph matchings;graphs;shortest paths;trees,8,games;trees;divide and conquer;Distance Between Points;shortest paths,combinatorics;data structures;dp;math
user4037,binary search,1,binary search;Dijkstra;string suffix structures;Binary Search on Answer;Stack,sortings
user4041,geometry,1,geometry;graph matchings;Max Flow;flows;shortest paths,
user4042,Knapsack;divide and conquer;flows;geometry;graph matchings,5,graph matchings;geometry;flows;divide and conquer;Knapsack,2D DP;dp;graphs;shortest paths
user4045,,0,Knapsack;2D DP;Priority Queue;Hash Map;Combinations,
user4088,geometry;graph matchings,2,geometry;graph matchings;flows;2D DP;Hash Map,
user4108,Binary Search on Array;Interval DP;Orientation Test;flows;geometry,5,Orientation Test;geometry;flows;Interval DP;Binary Search on Array,2D DP;Distance Between Points;graphs;shortest paths;sortings
user4122,games;hashing,2,hashing;games;interactive;strings;combinatorics,Hash Map;combinatorics;math;strings
user4123,Connected Components;DFS;Hash Map;Tree DFS;divide and conquer;dsu;graph matchings;graphs;trees,9,divide and conquer;graphs;trees;Tree DFS;DFS,BFS;Graph Representation;Queue;Stack;data structures;dp
user4127,Knapsack;Line Intersection;Tree DP;geometry,4,geometry;Line Intersection;Knapsack;Tree DP;Interval DP,2D DP;Distance Between Points;Orientation Test;Tree DFS;dp
user4138,2D DP;Binary Search on Array;DFS;Ordered Set;Prefix Sum;binary search;data structures;divide and conquer;dp;games;geometry;graphs;shortest paths;trees;two pointers,15,divide and conquer;shortest paths;Ordered Set;two pointers;geometry,1D DP;Graph Representation;Recursion;Stack;brute force;combinatorics;math;sortings
user4139,Binary Search on Array;Tree DP;binary search;data structures;graphs;interactive;string suffix structures;trees,8,string suffix structures;Tree DP;data structures;graphs;Binary Search on Array,Simulation;Tree DFS;dp;sortings;strings
user4142,geometry;hashing,2,geometry;hashing;Convex Hull;Distance Between Points;Max Flow,Hash Map;strings
user4148,Binary Search on Array;Bitmask Enumeration;Hash Map;Knapsack;Max Flow;Prime Factorization;Prime Sieve;Priority Queue;Tree DP;Tree Diameter;binary search;bitmasks;brute force;combinatorics;data structures;divide and conquer;dp;flows;graph matchings;graphs;hashing;math;number theory;sortings;trees;two pointers,26,Max Flow;divide and conquer;flows;hashing;two pointers,2D DP;Queue;Recursion;Stack;Tree DFS;implementation;shortest paths;strings
user4154,geometry,1,geometry;Orientation Test;flows;Prime Sieve;2-sat,
user4163,graphs;two pointers,2,graphs;two pointers;Interval DP;ternary search;geometry,data structures
user4167,Tree DP;flows;geometry;graph matchings,4,Tree DP;graph matchings;flows;geometry;Tree DFS,Tree DFS;dp;graphs;shortest paths
user4173,Max Flow;Stack;flows;geometry;graph matchings,5,Stack;Max Flow;graph matchings;geometry;flows,Priority Queue;graphs;shortest paths
user4177,graph matchings,1,graph matchings;fft;Multiset;interactive;State Simulation,
user4179,Bitmask Enumeration,1,Bitmask Enumeration;Polygon Area;Distance Between Points;geometry;Bitmask DP,math
user4183,Brute Force Enumeration;Tree DFS;Tree DP;Trie;divide and conquer;geometry;graphs;hashing;strings;trees,10,divide and conquer;Tree DFS;Tree DP;trees;geometry,DFS;Hash Map;String Matching;data structures;dp
user420,Binary Lifting;Dijkstra;Suffix Array;geometry,4,Binary Lifting;Dijkstra;geometry;Suffix Array;Line Intersection,Graph Representation;Priority Queue;Sparse Table;String Matching;Tree DFS;sortings
user4202,Binary Search on Answer;DP on DAG;Hash Map;Ordered Set;binary search;data structures;divide and conquer;dp;flows;graphs;interactive;shortest paths;trees;two pointers,14,shortest paths;Hash Map;divide and conquer;interactive;Ordered Set,Binary Search on Array;Recursion;Simulation;Topological Sort;brute force;sortings
user4209,data structures;dp;dsu;graphs;shortest paths;trees;two pointers,7,trees;data structures;graphs;shortest paths;two pointers,Queue;Recursion;Stack;brute force
user4223,1D DP;Binary Search on Answer;Bitmask Enumeration;Two Pointers on Sorted Array;divide and conquer;dp;fft;graphs;shortest paths,9,Binary Search on Answer;shortest paths;divide and conquer;Two Pointers on Sorted Array;graphs,Binary Search on Array;Recursion;brute force;data structures;math;sortings
user423,Max Flow;geometry,2,geometry;Max Flow;Multiset;graph matchings;flows,Priority Queue;graphs
user4233,Bitmask Enumeration;Fast Exponentiation;Meet-in-the-middle;Prime Factorization;Prime Sieve;bitmasks,6,Fast Exponentiation;Bitmask Enumeration;Prime Sieve;Meet-in-the-middle;Prime Factorization,brute force;dp;math
user4239,flows,1,flows;string suffix structures;Suffix Automaton;Activity Selection;graph matchings,graphs;shortest paths
user4259,,0,Max Flow;Bitmask Enumeration;flows;trees;data structures,
user4280,,0,geometry;chinese remainder theorem;shortest paths;graph matchings;Combinations,
user4281,2D DP;Fast Exponentiation;trees,3,Fast Exponentiation;2D DP;trees;Tree DFS;Ordered Set,1D DP;data structures;graphs;math
user4286,Distance Between Points;Line Intersection;Orientation Test;Polygon Area;geometry;graph matchings,6,Line Intersection;Orientation Test;Polygon Area;geometry;Distance Between Points,math
user429,,0,trees;Tree DP;dp;graphs;Ordered Set,
user4295,,0,binary search;Tree DP;hashing;graphs;trees,
user4308,Max Flow;geometry,2,Max Flow;geometry;Polygon Area;flows;Interval DP,Priority Queue;graphs
user4314,flows,1,flows;Orientation Test;shortest paths;Distance Between Points;geometry,graphs;shortest paths
user4316,shortest paths;string suffix structures,2,string suffix structures;shortest paths;Line Intersection;trees;flows,binary search;graphs;sortings;strings
user4318,flows;shortest paths,2,shortest paths;flows;Min Cut;graph matchings;divide and conquer,graphs
user4328,Dijkstra;Segment Tree;shortest paths,3,shortest paths;Dijkstra;Segment Tree;Meet-in-the-middle;graphs,Graph Representation;Priority Queue;Recursion;data structures;graphs
user4331,2-sat;Bipartite Graph Check;Convex Hull;Line Intersection;Max Flow;Ordered Set;Orientation Test;flows;graph matchings,9,Line Intersection;graph matchings;Orientation Test;Max Flow;2-sat,BFS;DFS;Distance Between Points;Priority Queue;Strongly Connected Components;data structures;graphs;shortest paths;sortings
user4340,divide and conquer,1,divide and conquer;Line Intersection;flows;graph matchings;geometry,dp;graphs
user4371,chinese remainder theorem,1,chinese remainder theorem;interactive;geometry;Prime Factorization;Priority Queue,Modular Arithmetic;Modular Inverse
user4377,geometry,1,geometry;graph matchings;fft;2D DP;interactive,
user4384,flows;graph matchings,2,flows;graph matchings;Max Flow;Expected Value;probabilities,graphs;shortest paths
user4392,Fenwick Tree;trees,2,Fenwick Tree;trees;Tree DP;Topological Sort;ternary search,data structures;graphs;sortings
user4408,,0,geometry;dsu;flows;shortest paths;graphs,
user442,Meet-in-the-middle;Tree DFS;Tree DP;divide and conquer;flows;graphs;shortest paths;string suffix structures;ternary search;trees,10,divide and conquer;string suffix structures;ternary search;trees;Meet-in-the-middle,Binary Search on Answer;DFS;binary search;brute force;data structures;dp;sortings;strings
user4426,Difference Array;Graph Representation;Orientation Test;Priority Queue;Stack;State Simulation;Tree DP;geometry,8,Stack;Priority Queue;geometry;Graph Representation;Orientation Test,Distance Between Points;Queue;Recursion;Tree DFS;dp
user4440,2-sat;BFS;KMP;Max Flow;Strongly Connected Components;flows;graph matchings;graphs;shortest paths;trees,10,shortest paths;graph matchings;graphs;2-sat;Strongly Connected Components,Graph Representation;Prefix Function;Priority Queue;String Matching;data structures
user4443,graph matchings,1,graph matchings;strings;flows;Z Algorithm;Priority Queue,
user4454,BFS;Tree DP;divide and conquer;geometry;graphs;number theory;shortest paths;trees,8,shortest paths;divide and conquer;BFS;geometry;graphs,Graph Representation;Tree DFS;data structures;dp;math
user4459,Binary Search on Answer;Distance Between Points;divide and conquer;trees,4,Distance Between Points;divide and conquer;trees;Binary Search on Answer;graph matchings,Binary Search on Array;data structures;dp;graphs;math
user4461,Distance Between Points;Knapsack;geometry;graph matchings,4,Distance Between Points;graph matchings;Knapsack;geometry;Max Flow,2D DP;math
user4466,Distance Between Points;geometry,2,Distance Between Points;geometry;Max Flow;flows;Bipartite Graph Check,math
user447,Distance Between Points;geometry,2,geometry;Distance Between Points;Binary Lifting;Ordered Set;Lowest Common Ancestor,math
user4477,Max Flow;geometry,2,Max Flow;geometry;flows;Distance Between Points;2-sat,Priority Queue;graphs
user4493,binary search,1,binary search;Tree DP;flows;dsu;trees,sortings
user4499,flows,1,flows;hashing;strings;Max Flow;Tree DFS,graphs;shortest paths
user4536,Prime Factorization;dsu;shortest paths;string suffix structures,4,string suffix structures;shortest paths;Prime Factorization;dsu;ternary search,Prime Sieve;Queue;Stack;binary search;graphs;sortings;strings
user4549,Binary Search on Array;Graph Representation;divide and conquer;geometry;graphs;shortest paths;trees,7,divide and conquer;shortest paths;Binary Search on Array;Graph Representation;trees,data structures;dp;sortings
user4558,BFS;Difference Array;Graph Representation;Ordered Set;data structures;dsu;shortest paths;two pointers,8,Difference Array;Graph Representation;BFS;Ordered Set;dsu,Queue;Stack;graphs
user4561,Line Intersection;geometry;graph matchings,3,geometry;Line Intersection;graph matchings;Bipartite Graph Check;Custom Comparator Sorting,Distance Between Points;Orientation Test
user457,geometry;graph matchings,2,graph matchings;geometry;Polygon Area;flows;2-sat,
user4579,,0,Binary Search on Answer;binary search;brute force;graphs;trees,
user4598,,0,geometry;flows;interactive;DP on DAG;Max Flow,
user46,Bitmask Enumeration;Ordered Set;Sliding Window;bitmasks;flows,5,Ordered Set;flows;Bitmask Enumeration;bitmasks;Sliding Window,brute force;data structures;graphs;math;shortest paths;sortings
user4601,Tree DFS;flows;graph matchings;graphs;trees,5,graph matchings;graphs;trees;flows;Tree DFS,DFS;data structures;shortest paths
user4617,Binary Lifting;Max Flow;Sparse Table;Tree Diameter;divide and conquer;geometry,6,Binary Lifting;Tree Diameter;geometry;Max Flow;divide and conquer,Priority Queue;Tree DFS;data structures;dp;graphs
user4619,Difference Array;Orientation Test;Prefix Sum;Prime Factorization;Prime Sieve;data structures;dsu;graphs;interactive;math;number theory;trees,12,Prime Factorization;Prime Sieve;Orientation Test;Difference Array;number theory,Distance Between Points;Queue;Simulation;Stack
user463,Graph Representation;Hash Map;Prefix Sum;Segment Tree;shortest paths;trees,6,Hash Map;Prefix Sum;Graph Representation;shortest paths;trees,Recursion;Stack;data structures;graphs
user4650,geometry,1,geometry;Line Intersection;graph matchings;Max Flow;Bipartite Graph Check,
user4655,Cycle Detection;Tree DP;flows;geometry;graph matchings;shortest paths,6,shortest paths;geometry;graph matchings;Tree DP;Cycle Detection,BFS;DFS;Tree DFS;dp;graphs
user466,fft;geometry,2,geometry;fft;probabilities;Tree DP;dsu,dp
user4666,2-sat;Distance Between Points;Tree Diameter;geometry;graph matchings,5,Distance Between Points;geometry;graph matchings;Tree Diameter;2-sat,Strongly Connected Components;Tree DFS;math
user4672,Sliding Window;Stack;Tree DFS;Tree DP;hashing;interactive;shortest paths;trees;two pointers,9,two pointers;Sliding Window;Tree DP;Stack;Tree DFS,DFS;Hash Map;Simulation;data structures;dp;graphs;sortings;strings
user4675,2D DP;Bitmask Enumeration;Ordered Set;Queue;Segment Tree;Tree DFS;binary search;bitmasks;brute force;data structures;divide and conquer;dp;dsu;games;greedy;shortest paths;sortings;trees,18,Queue;data structures;divide and conquer;bitmasks;Bitmask Enumeration,1D DP;DFS;Recursion;Stack;combinatorics;graphs;implementation;math
user4682,Knapsack;LCM;chinese remainder theorem;graph matchings;ternary search,5,chinese remainder theorem;LCM;Knapsack;graph matchings;ternary search,2D DP;Binary Search on Answer;GCD;Modular Arithmetic;Modular Inverse
user4685,geometry,1,geometry;flows;Line Intersection;Prefix Function;Knapsack,
user4686,Distance Between Points;Fenwick Tree;Greedy Sorting;Polygon Area;Sliding Window;Two Pointers on Sorted Array;geometry;greedy;sortings;trees;two pointers,11,geometry;Polygon Area;Two Pointers on Sorted Array;two pointers;Greedy Sorting,brute force;data structures;graphs;math
user4690,binary search;data structures;graphs;hashing;string suffix structures;strings;trees;two pointers,8,data structures;hashing;string suffix structures;graphs;two pointers,Hash Map;sortings
user4706,2D DP;geometry,2,geometry;2D DP;Distance Between Points;dsu;flows,1D DP
user4710,geometry,1,geometry;Line Intersection;Max Flow;Binary Search on Answer;graph matchings,
user4718,Fenwick Tree,1,Fenwick Tree;Priority Queue;2D DP;flows;dsu,data structures;sortings
user473,Max Flow;geometry;graph matchings,3,geometry;graph matchings;Max Flow;flows;Bipartite Graph Check,Priority Queue;graphs
user4734,divide and conquer;geometry,2,divide and conquer;geometry;graph matchings;two pointers;Segment Tree,dp;graphs
user4737,flows;geometry,2,flows;geometry;Max Flow;graph matchings;probabilities,graphs;shortest paths
user475,Queue;data structures;geometry;shortest paths;two pointers,5,shortest paths;two pointers;Queue;geometry;data structures,Stack;graphs
user4758,Polygon Area;geometry,2,geometry;Polygon Area;graph matchings;Distance Between Points;interactive,Distance Between Points
user476,,0,graph matchings;fft;geometry;Bipartite Graph Check;games,
user4762,,0,2D DP;Two Pointers on Sorted Array;graphs;combinatorics;Binary Search on Array,
user478,Bipartite Graph Check;Line Intersection;Max Flow;binary search;bitmasks;geometry;hashing,7,geometry;Line Intersection;hashing;binary search;Max Flow,BFS;DFS;Distance Between Points;Hash Map;Orientation Test;Priority Queue;brute force;graphs;math;sortings;strings
user4785,1D DP;Tree DFS;Tree DP;divide and conquer;geometry,5,Tree DP;geometry;divide and conquer;1D DP;Tree DFS,DFS;Recursion;data structures;dp;graphs
user4804,Dijkstra;geometry,2,geometry;Dijkstra;Priority Queue;Distance Between Points;divide and conquer,Graph Representation;Priority Queue
user4808,Max Flow;Tree DP;binary search;data structures;divide and conquer;hashing;trees;two pointers,8,binary search;two pointers;hashing;Max Flow;Tree DP,Hash Map;Priority Queue;Tree DFS;dp;graphs;sortings;strings
user482,graph matchings,1,graph matchings;binary search;Binary Search on Array;2D DP;flows,
user4827,geometry,1,geometry;Convex Hull;Max Flow;flows;Strongly Connected Components,
user4832,geometry;graph matchings,2,graph matchings;geometry;flows;Bipartite Graph Check;Orientation Test,
user4835,geometry;graph matchings,2,geometry;graph matchings;Polygon Area;Max Flow;flows,
user4841,Meet-in-the-middle;binary search;chinese remainder theorem,3,Meet-in-the-middle;chinese remainder theorem;binary search;fft;dsu,Modular Arithmetic;Modular Inverse;brute force;dp;sortings
user4845,Ordered Set,1,Ordered Set;ternary search;geometry;flows;Tree DFS,data structures
user4856,String Matching;hashing;strings,3,hashing;strings;String Matching;geometry;flows,Hash Map;data structures
user4867,Max Flow;geometry;graph matchings,3,geometry;graph matchings;Max Flow;2-sat;Multiset,Priority Queue;graphs
user4875,Backtracking;Binary Search on Answer;Binary Search on Array;Graph Representation;binary search;divide and conquer;flows;graphs;interactive;shortest paths;ternary search,11,Binary Search on Answer;graphs;binary search;ternary search;interactive,Recursion;Simulation;dp;sortings
user4878,1D DP;Conditional Probability;binary search;hashing;probabilities;string suffix structures,6,string suffix structures;probabilities;Conditional Probability;binary search;1D DP,Expected Value;Hash Map;Recursion;combinatorics;data structures;sortings;strings
user4882,Line Intersection;geometry,2,geometry;Line Intersection;Polygon Area;graph matchings;Max Flow,Distance Between Points;Orientation Test
user489,Polygon Area;geometry;graph matchings,3,geometry;graph matchings;Polygon Area;Line Intersection;Distance Between Points,Distance Between Points
user4895,Floyd-Warshall;geometry;shortest paths,3,shortest paths;geometry;Floyd-Warshall;2D DP;graph matchings,dp;graphs
user4898,2D DP;Bitmask DP;Dijkstra;Meet-in-the-middle;Tree DFS;fft;graph matchings;hashing;string suffix structures;ternary search,10,string suffix structures;Tree DFS;2D DP;Dijkstra;hashing,1D DP;Binary Search on Answer;DFS;Graph Representation;Hash Map;Priority Queue;binary search;bitmasks;brute force;dp;sortings;strings
user4911,,0,graphs;bitmasks;Tree DP;Tree DFS;sortings,
user4912,,0,strings;Binary Search on Array;binary search;String Matching;Bitmask Enumeration,
user4915,Bitmask Enumeration;Hash Map;binary search;bitmasks;graphs,5,Hash Map;graphs;binary search;Bitmask Enumeration;bitmasks,brute force;data structures;math;sortings
user492,,0,Distance Between Points;2D DP;graph matchings;geometry;Z Algorithm,
user4934,Coordinate Compression;Fast Exponentiation;Polygon Area;Two Pointers on Sorted Array;divide and conquer;dsu;geometry;probabilities;string suffix structures;two pointers,10,Polygon Area;geometry;divide and conquer;Coordinate Compression;two pointers,Distance Between Points;Queue;Stack;binary search;combinatorics;data structures;dp;graphs;math;sortings;strings
user4941,Prime Factorization;Prime Sieve,2,Prime Sieve;Prime Factorization;flows;2D DP;geometry,math
user4954,Interval DP,1,Interval DP;geometry;graph matchings;dp;matrices,2D DP
user4966,Binary Search on Array;Hash Map;Priority Queue,3,Priority Queue;Hash Map;Binary Search on Array;dsu;binary search,Queue;Stack;data structures;sortings
user4986,,0,geometry;divide and conquer;graph matchings;ternary search;Tree DP,
user4987,Binary Search on Array,1,Binary Search on Array;Shortest Path in DAG;Bipartite Graph Check;flows;2-sat,sortings
user499,divide and conquer;geometry,2,geometry;divide and conquer;Distance Between Points;hashing;shortest paths,dp;graphs
user4995,,0,Ordered Set;2D DP;probabilities;Shortest Path in DAG;Knapsack,
user4996,,0,Orientation Test;Sparse Table;Binary Search on Array;geometry;Connected Components,
user5008,,0,geometry;Distance Between Points;flows;graphs;dsu,
user5009,Binary Lifting;trees,2,Binary Lifting;trees;Sparse Table;divide and conquer;shortest paths,Sparse Table;Tree DFS;data structures;graphs
user5025,,0,geometry;2-sat;Strongly Connected Components;fft;Priority Queue,
user5044,Distance Between Points;Max Flow;geometry;graph matchings,4,Distance Between Points;Max Flow;geometry;graph matchings;Min Cut,Priority Queue;graphs;math
user5052,graph matchings,1,graph matchings;trees;Tree DFS;graphs;Bitmask DP,
user5069,Max Flow;flows;graph matchings,3,graph matchings;Max Flow;flows;geometry;2-sat,Priority Queue;graphs;shortest paths
